EcritureDate,Intitule,Debit,Credit
03/01/2023,Achats de marchandises,1786.12,0.0
03/01/2023,Achats de marchandises,5499.09,0.0
03/01/2023,Achats de marchandises,5133.9,0.0
03/01/2023,Achats de marchandises,1402.01,0.0
03/01/2023,Achats de marchandises,1693.43,0.0
03/01/2023,Achats de marchandises,6486.07,0.0
03/01/2023,Achats de marchandises,1552.41,0.0
03/01/2023,Achats de marchandises,4140.75,0.0
03/01/2023,Achats de marchandises,259.3,0.0
03/01/2023,Achats de marchandises,4675.67,0.0
03/01/2023,Achats de marchandises,4797.74,0.0
03/01/2023,Achats de marchandises,4317.56,0.0
03/01/2023,Achats de marchandises,5380.9,0.0
03/01/2023,Achats de marchandises,4314.27,0.0
03/01/2023,Achats de marchandises,6325.05,0.0
04/01/2023,Achats de marchandises,5509.26,0.0
04/01/2023,Achats de marchandises,3534.95,0.0
04/01/2023,Achats de marchandises,881.0,0.0
04/01/2023,Achats de marchandises,1069.56,0.0
04/01/2023,Achats de marchandises,1920.28,0.0
04/01/2023,Achats de marchandises,5726.9,0.0
04/01/2023,Achats de marchandises,4047.22,0.0
04/01/2023,Achats de marchandises,5719.68,0.0
04/01/2023,Achats de marchandises,1500.59,0.0
04/01/2023,Achats de marchandises,3149.05,0.0
04/01/2023,Achats de marchandises,9.46,0.0
04/01/2023,Achats de marchandises,5539.3,0.0
04/01/2023,Achats de marchandises,3517.22,0.0
04/01/2023,Achats de marchandises,55.13,0.0
04/01/2023,Achats de marchandises,1155.6,0.0
04/01/2023,Achats de marchandises,6118.4,0.0
04/01/2023,Achats de marchandises,4330.49,0.0
04/01/2023,Achats de marchandises,909.25,0.0
04/01/2023,Achats de marchandises,4254.31,0.0
04/01/2023,Achats de marchandises,950.06,0.0
04/01/2023,Achats de marchandises,295.88,0.0
04/01/2023,Achats de marchandises,4506.75,0.0
04/01/2023,Achats de marchandises,3371.87,0.0
05/01/2023,Achats de marchandises,1847.64,0.0
05/01/2023,Achats de marchandises,836.71,0.0
05/01/2023,Achats de marchandises,4340.53,0.0
05/01/2023,Achats de marchandises,2617.54,0.0
05/01/2023,Achats de marchandises,4941.89,0.0
05/01/2023,Achats de marchandises,5709.58,0.0
05/01/2023,Achats de marchandises,2235.2,0.0
05/01/2023,Achats de marchandises,4126.33,0.0
05/01/2023,Achats de marchandises,4369.39,0.0
05/01/2023,Achats de marchandises,1611.15,0.0
05/01/2023,Achats de marchandises,1999.82,0.0
05/01/2023,Achats de marchandises,5651.64,0.0
05/01/2023,Achats de marchandises,622.6,0.0
05/01/2023,Achats de marchandises,1850.93,0.0
05/01/2023,Achats de marchandises,3727.46,0.0
05/01/2023,Achats de marchandises,4591.52,0.0
05/01/2023,Achats de marchandises,878.4,0.0
05/01/2023,Achats de marchandises,505.62,0.0
05/01/2023,Achats de marchandises,999.64,0.0
05/01/2023,Achats de marchandises,1293.58,0.0
05/01/2023,Achats de marchandises,868.3,0.0
05/01/2023,Achats de marchandises,2316.38,0.0
05/01/2023,Achats de marchandises,5792.62,0.0
05/01/2023,Achats de marchandises,1657.99,0.0
05/01/2023,Achats de marchandises,5587.08,0.0
05/01/2023,Achats de marchandises,5112.75,0.0
05/01/2023,Achats de marchandises,6468.98,0.0
05/01/2023,Achats de marchandises,5645.97,0.0
06/01/2023,Achats de marchandises,6127.45,0.0
06/01/2023,Achats de marchandises,4509.01,0.0
06/01/2023,Achats de marchandises,720.54,0.0
06/01/2023,Achats de marchandises,3970.31,0.0
06/01/2023,Achats de marchandises,392.53,0.0
06/01/2023,Achats de marchandises,4169.3,0.0
06/01/2023,Achats de marchandises,1688.81,0.0
06/01/2023,Achats de marchandises,705.58,0.0
06/01/2023,Achats de marchandises,889.5,0.0
06/01/2023,Achats de marchandises,1411.84,0.0
06/01/2023,Achats de marchandises,2803.27,0.0
06/01/2023,Achats de marchandises,363.56,0.0
06/01/2023,Achats de marchandises,368.87,0.0
06/01/2023,Achats de marchandises,3416.96,0.0
06/01/2023,Achats de marchandises,4630.92,0.0
06/01/2023,Achats de marchandises,507.65,0.0
06/01/2023,Achats de marchandises,2302.43,0.0
06/01/2023,Achats de marchandises,2068.09,0.0
06/01/2023,Achats de marchandises,1347.97,0.0
06/01/2023,Achats de marchandises,2692.53,0.0
06/01/2023,Achats de marchandises,6098.7,0.0
06/01/2023,Achats de marchandises,5378.1,0.0
07/01/2023,Achats de marchandises,1885.8,0.0
07/01/2023,Achats de marchandises,2206.48,0.0
07/01/2023,Achats de marchandises,4745.0,0.0
07/01/2023,Achats de marchandises,1511.21,0.0
07/01/2023,Achats de marchandises,2948.9,0.0
07/01/2023,Achats de marchandises,797.87,0.0
07/01/2023,Achats de marchandises,5605.35,0.0
07/01/2023,Achats de marchandises,1781.55,0.0
07/01/2023,Achats de marchandises,5983.86,0.0
07/01/2023,Achats de marchandises,1882.12,0.0
07/01/2023,Achats de marchandises,1949.92,0.0
07/01/2023,Achats de marchandises,3806.59,0.0
07/01/2023,Achats de marchandises,4168.39,0.0
07/01/2023,Achats de marchandises,666.48,0.0
07/01/2023,Achats de marchandises,6107.76,0.0
07/01/2023,Achats de marchandises,241.65,0.0
07/01/2023,Achats de marchandises,2948.92,0.0
07/01/2023,Achats de marchandises,577.72,0.0
07/01/2023,Achats de marchandises,2511.51,0.0
07/01/2023,Achats de marchandises,2239.4,0.0
07/01/2023,Achats de marchandises,5173.99,0.0
07/01/2023,Achats de marchandises,5361.96,0.0
07/01/2023,Achats de marchandises,1497.18,0.0
07/01/2023,Achats de marchandises,4864.43,0.0
08/01/2023,Achats de marchandises,5858.12,0.0
08/01/2023,Achats de marchandises,2877.16,0.0
08/01/2023,Achats de marchandises,2219.1,0.0
08/01/2023,Achats de marchandises,4207.83,0.0
08/01/2023,Achats de marchandises,3338.51,0.0
08/01/2023,Achats de marchandises,35.25,0.0
08/01/2023,Achats de marchandises,4364.76,0.0
08/01/2023,Achats de marchandises,635.09,0.0
08/01/2023,Achats de marchandises,1299.93,0.0
08/01/2023,Achats de marchandises,2420.53,0.0
08/01/2023,Achats de marchandises,2909.52,0.0
08/01/2023,Achats de marchandises,4456.83,0.0
08/01/2023,Achats de marchandises,3160.67,0.0
08/01/2023,Achats de marchandises,1279.37,0.0
08/01/2023,Achats de marchandises,1971.47,0.0
08/01/2023,Achats de marchandises,4574.56,0.0
08/01/2023,Achats de marchandises,1122.4,0.0
08/01/2023,Achats de marchandises,6270.7,0.0
08/01/2023,Achats de marchandises,1763.28,0.0
08/01/2023,Achats de marchandises,5880.95,0.0
08/01/2023,Achats de marchandises,6124.41,0.0
08/01/2023,Achats de marchandises,1281.41,0.0
08/01/2023,Achats de marchandises,748.03,0.0
08/01/2023,Achats de marchandises,2235.28,0.0
08/01/2023,Achats de marchandises,1228.51,0.0
09/01/2023,Achats de marchandises,2563.53,0.0
09/01/2023,Achats de marchandises,5846.58,0.0
09/01/2023,Achats de marchandises,4445.86,0.0
09/01/2023,Achats de marchandises,3402.57,0.0
09/01/2023,Achats de marchandises,6198.48,0.0
09/01/2023,Achats de marchandises,5831.89,0.0
09/01/2023,Achats de marchandises,6348.63,0.0
09/01/2023,Achats de marchandises,5857.53,0.0
09/01/2023,Achats de marchandises,4064.34,0.0
09/01/2023,Achats de marchandises,3898.82,0.0
09/01/2023,Achats de marchandises,478.01,0.0
09/01/2023,Achats de marchandises,5741.27,0.0
09/01/2023,Achats de marchandises,1403.89,0.0
09/01/2023,Achats de marchandises,3469.83,0.0
09/01/2023,Achats de marchandises,900.29,0.0
09/01/2023,Achats de marchandises,2187.09,0.0
09/01/2023,Achats de marchandises,2711.46,0.0
09/01/2023,Achats de marchandises,1423.26,0.0
09/01/2023,Achats de marchandises,5814.86,0.0
09/01/2023,Achats de marchandises,4317.77,0.0
09/01/2023,Achats de marchandises,6494.12,0.0
09/01/2023,Achats de marchandises,5317.23,0.0
09/01/2023,Achats de marchandises,919.57,0.0
09/01/2023,Achats de marchandises,3446.96,0.0
10/01/2023,Achats de marchandises,2615.93,0.0
10/01/2023,Achats de marchandises,5584.52,0.0
10/01/2023,Achats de marchandises,5404.77,0.0
10/01/2023,Achats de marchandises,5989.71,0.0
10/01/2023,Achats de marchandises,5014.06,0.0
10/01/2023,Achats de marchandises,5792.24,0.0
10/01/2023,Achats de marchandises,716.81,0.0
10/01/2023,Achats de marchandises,1835.03,0.0
10/01/2023,Achats de marchandises,5512.3,0.0
10/01/2023,Achats de marchandises,2764.31,0.0
10/01/2023,Achats de marchandises,5467.98,0.0
10/01/2023,Achats de marchandises,2335.74,0.0
10/01/2023,Achats de marchandises,5578.36,0.0
10/01/2023,Achats de marchandises,1548.11,0.0
10/01/2023,Achats de marchandises,1266.41,0.0
10/01/2023,Achats de marchandises,6426.23,0.0
10/01/2023,Achats de marchandises,5808.34,0.0
10/01/2023,Achats de marchandises,6116.26,0.0
10/01/2023,Achats de marchandises,272.4,0.0
10/01/2023,Achats de marchandises,4139.79,0.0
10/01/2023,Achats de marchandises,5848.79,0.0
10/01/2023,Achats de marchandises,5905.36,0.0
10/01/2023,Achats de marchandises,3279.03,0.0
10/01/2023,Achats de marchandises,1612.65,0.0
11/01/2023,Achats de marchandises,2938.54,0.0
11/01/2023,Achats de marchandises,4798.44,0.0
11/01/2023,Achats de marchandises,4522.34,0.0
11/01/2023,Achats de marchandises,4710.03,0.0
11/01/2023,Achats de marchandises,3974.52,0.0
11/01/2023,Achats de marchandises,2857.34,0.0
11/01/2023,Achats de marchandises,5208.98,0.0
11/01/2023,Achats de marchandises,992.74,0.0
11/01/2023,Achats de marchandises,5824.42,0.0
11/01/2023,Achats de marchandises,2514.53,0.0
11/01/2023,Achats de marchandises,5199.8,0.0
11/01/2023,Achats de marchandises,3829.27,0.0
11/01/2023,Achats de marchandises,1331.01,0.0
11/01/2023,Achats de marchandises,3888.43,0.0
11/01/2023,Achats de marchandises,3474.62,0.0
11/01/2023,Achats de marchandises,1898.99,0.0
11/01/2023,Achats de marchandises,2995.23,0.0
11/01/2023,Achats de marchandises,5432.06,0.0
11/01/2023,Achats de marchandises,3238.95,0.0
11/01/2023,Achats de marchandises,4131.24,0.0
11/01/2023,Achats de marchandises,1254.19,0.0
11/01/2023,Achats de marchandises,573.58,0.0
11/01/2023,Achats de marchandises,5768.54,0.0
11/01/2023,Achats de marchandises,6016.56,0.0
11/01/2023,Achats de marchandises,2097.41,0.0
11/01/2023,Achats de marchandises,2244.3,0.0
11/01/2023,Achats de marchandises,6280.14,0.0
12/01/2023,Achats de marchandises,5592.27,0.0
12/01/2023,Achats de marchandises,3274.22,0.0
12/01/2023,Achats de marchandises,5583.0,0.0
12/01/2023,Achats de marchandises,402.21,0.0
12/01/2023,Achats de marchandises,4887.81,0.0
12/01/2023,Achats de marchandises,5104.95,0.0
12/01/2023,Achats de marchandises,6379.42,0.0
12/01/2023,Achats de marchandises,1511.29,0.0
12/01/2023,Achats de marchandises,3828.44,0.0
12/01/2023,Achats de marchandises,3714.3,0.0
12/01/2023,Achats de marchandises,2150.91,0.0
12/01/2023,Achats de marchandises,2919.17,0.0
12/01/2023,Achats de marchandises,6463.8,0.0
12/01/2023,Achats de marchandises,5636.23,0.0
12/01/2023,Achats de marchandises,1451.41,0.0
12/01/2023,Achats de marchandises,5556.86,0.0
12/01/2023,Achats de marchandises,4666.42,0.0
12/01/2023,Achats de marchandises,3978.88,0.0
12/01/2023,Achats de marchandises,5619.97,0.0
12/01/2023,Achats de marchandises,5106.4,0.0
12/01/2023,Achats de marchandises,1387.14,0.0
12/01/2023,Achats de marchandises,5668.29,0.0
12/01/2023,Achats de marchandises,4231.0,0.0
12/01/2023,Achats de marchandises,1479.91,0.0
12/01/2023,Achats de marchandises,3382.11,0.0
12/01/2023,Achats de marchandises,4096.13,0.0
12/01/2023,Achats de marchandises,5902.11,0.0
12/01/2023,Achats de marchandises,2473.3,0.0
12/01/2023,Achats de marchandises,1865.72,0.0
12/01/2023,Achats de marchandises,3505.32,0.0
12/01/2023,Achats de marchandises,5054.71,0.0
12/01/2023,Achats de marchandises,4504.7,0.0
12/01/2023,Achats de marchandises,3357.15,0.0
12/01/2023,Achats de marchandises,2309.47,0.0
13/01/2023,Achats de marchandises,6180.24,0.0
13/01/2023,Achats de marchandises,613.83,0.0
13/01/2023,Achats de marchandises,2132.67,0.0
13/01/2023,Achats de marchandises,2361.41,0.0
13/01/2023,Achats de marchandises,5613.75,0.0
13/01/2023,Achats de marchandises,2971.91,0.0
13/01/2023,Achats de marchandises,6031.89,0.0
13/01/2023,Achats de marchandises,85.0,0.0
13/01/2023,Achats de marchandises,4094.03,0.0
13/01/2023,Achats de marchandises,6443.56,0.0
13/01/2023,Achats de marchandises,6371.67,0.0
13/01/2023,Achats de marchandises,3910.34,0.0
13/01/2023,Achats de marchandises,6175.56,0.0
13/01/2023,Achats de marchandises,5785.34,0.0
13/01/2023,Achats de marchandises,780.51,0.0
13/01/2023,Achats de marchandises,4051.2,0.0
13/01/2023,Achats de marchandises,678.13,0.0
13/01/2023,Achats de marchandises,3172.61,0.0
13/01/2023,Achats de marchandises,3705.44,0.0
13/01/2023,Achats de marchandises,2942.83,0.0
13/01/2023,Achats de marchandises,4093.83,0.0
14/01/2023,Achats de marchandises,6033.29,0.0
14/01/2023,Achats de marchandises,243.78,0.0
14/01/2023,Achats de marchandises,6219.62,0.0
14/01/2023,Achats de marchandises,1446.36,0.0
14/01/2023,Achats de marchandises,5995.03,0.0
14/01/2023,Achats de marchandises,1229.1,0.0
14/01/2023,Achats de marchandises,1079.93,0.0
14/01/2023,Achats de marchandises,3056.33,0.0
14/01/2023,Achats de marchandises,4096.6,0.0
14/01/2023,Achats de marchandises,920.77,0.0
14/01/2023,Achats de marchandises,2364.07,0.0
14/01/2023,Achats de marchandises,2371.57,0.0
14/01/2023,Achats de marchandises,4108.22,0.0
14/01/2023,Achats de marchandises,4089.91,0.0
14/01/2023,Achats de marchandises,5984.66,0.0
14/01/2023,Achats de marchandises,2856.32,0.0
14/01/2023,Achats de marchandises,3410.04,0.0
14/01/2023,Achats de marchandises,3849.52,0.0
14/01/2023,Achats de marchandises,794.6,0.0
14/01/2023,Achats de marchandises,4159.19,0.0
14/01/2023,Achats de marchandises,1048.34,0.0
14/01/2023,Achats de marchandises,235.73,0.0
14/01/2023,Achats de marchandises,1223.34,0.0
15/01/2023,Achats de marchandises,5109.13,0.0
15/01/2023,Achats de marchandises,5261.01,0.0
15/01/2023,Achats de marchandises,2992.93,0.0
15/01/2023,Achats de marchandises,1575.59,0.0
15/01/2023,Achats de marchandises,2026.57,0.0
15/01/2023,Achats de marchandises,944.25,0.0
15/01/2023,Achats de marchandises,1051.71,0.0
15/01/2023,Achats de marchandises,580.12,0.0
15/01/2023,Achats de marchandises,5678.2,0.0
15/01/2023,Achats de marchandises,4230.44,0.0
15/01/2023,Achats de marchandises,4575.69,0.0
15/01/2023,Achats de marchandises,4159.48,0.0
15/01/2023,Achats de marchandises,3506.37,0.0
15/01/2023,Achats de marchandises,2806.44,0.0
15/01/2023,Achats de marchandises,3563.06,0.0
15/01/2023,Achats de marchandises,3749.55,0.0
15/01/2023,Achats de marchandises,4704.8,0.0
15/01/2023,Achats de marchandises,3589.34,0.0
15/01/2023,Achats de marchandises,1705.11,0.0
15/01/2023,Achats de marchandises,2381.24,0.0
15/01/2023,Achats de marchandises,688.28,0.0
15/01/2023,Achats de marchandises,4555.76,0.0
15/01/2023,Achats de marchandises,3538.92,0.0
15/01/2023,Achats de marchandises,4497.64,0.0
15/01/2023,Achats de marchandises,1276.26,0.0
15/01/2023,Achats de marchandises,1337.78,0.0
15/01/2023,Achats de marchandises,5988.77,0.0
15/01/2023,Achats de marchandises,643.9,0.0
15/01/2023,Achats de marchandises,1646.3,0.0
15/01/2023,Achats de marchandises,2720.74,0.0
15/01/2023,Achats de marchandises,2413.79,0.0
15/01/2023,Achats de marchandises,4799.3,0.0
15/01/2023,Achats de marchandises,1013.26,0.0
16/01/2023,Achats de marchandises,1524.83,0.0
16/01/2023,Achats de marchandises,4274.78,0.0
16/01/2023,Achats de marchandises,765.77,0.0
16/01/2023,Achats de marchandises,4350.75,0.0
16/01/2023,Achats de marchandises,5164.5,0.0
16/01/2023,Achats de marchandises,2593.23,0.0
16/01/2023,Achats de marchandises,397.43,0.0
16/01/2023,Achats de marchandises,1589.57,0.0
16/01/2023,Achats de marchandises,3655.82,0.0
16/01/2023,Achats de marchandises,6.71,0.0
16/01/2023,Achats de marchandises,3794.72,0.0
16/01/2023,Achats de marchandises,4380.38,0.0
16/01/2023,Achats de marchandises,3120.78,0.0
16/01/2023,Achats de marchandises,2340.72,0.0
16/01/2023,Achats de marchandises,4724.14,0.0
16/01/2023,Achats de marchandises,4020.56,0.0
16/01/2023,Achats de marchandises,6113.82,0.0
16/01/2023,Achats de marchandises,38.92,0.0
16/01/2023,Achats de marchandises,5718.67,0.0
16/01/2023,Achats de marchandises,322.42,0.0
16/01/2023,Achats de marchandises,117.16,0.0
16/01/2023,Achats de marchandises,6484.07,0.0
16/01/2023,Achats de marchandises,4423.94,0.0
16/01/2023,Achats de marchandises,4635.93,0.0
16/01/2023,Achats de marchandises,6450.24,0.0
16/01/2023,Achats de marchandises,1882.66,0.0
16/01/2023,Achats de marchandises,5429.99,0.0
16/01/2023,Achats de marchandises,90.25,0.0
17/01/2023,Achats de marchandises,6223.53,0.0
17/01/2023,Achats de marchandises,6026.93,0.0
17/01/2023,Achats de marchandises,263.03,0.0
17/01/2023,Achats de marchandises,2391.88,0.0
17/01/2023,Achats de marchandises,2737.64,0.0
17/01/2023,Achats de marchandises,2995.28,0.0
17/01/2023,Achats de marchandises,4001.51,0.0
17/01/2023,Achats de marchandises,546.97,0.0
17/01/2023,Achats de marchandises,6489.6,0.0
17/01/2023,Achats de marchandises,2701.5,0.0
17/01/2023,Achats de marchandises,3500.66,0.0
17/01/2023,Achats de marchandises,3535.06,0.0
17/01/2023,Achats de marchandises,4609.86,0.0
17/01/2023,Achats de marchandises,2587.11,0.0
17/01/2023,Achats de marchandises,3420.69,0.0
17/01/2023,Achats de marchandises,886.3,0.0
17/01/2023,Achats de marchandises,3492.35,0.0
17/01/2023,Achats de marchandises,5458.02,0.0
17/01/2023,Achats de marchandises,4580.23,0.0
17/01/2023,Achats de marchandises,3128.9,0.0
17/01/2023,Achats de marchandises,263.87,0.0
17/01/2023,Achats de marchandises,12.41,0.0
17/01/2023,Achats de marchandises,5574.45,0.0
17/01/2023,Achats de marchandises,2001.65,0.0
17/01/2023,Achats de marchandises,3365.98,0.0
17/01/2023,Achats de marchandises,1912.8,0.0
17/01/2023,Achats de marchandises,162.4,0.0
17/01/2023,Achats de marchandises,5578.52,0.0
17/01/2023,Achats de marchandises,3898.12,0.0
17/01/2023,Achats de marchandises,717.26,0.0
17/01/2023,Achats de marchandises,648.81,0.0
17/01/2023,Achats de marchandises,6058.0,0.0
17/01/2023,Achats de marchandises,5034.56,0.0
17/01/2023,Achats de marchandises,6253.32,0.0
17/01/2023,Achats de marchandises,1443.43,0.0
17/01/2023,Achats de marchandises,6431.31,0.0
17/01/2023,Achats de marchandises,430.64,0.0
18/01/2023,Achats de marchandises,1549.23,0.0
18/01/2023,Achats de marchandises,6323.65,0.0
18/01/2023,Achats de marchandises,2831.5,0.0
18/01/2023,Achats de marchandises,5546.9,0.0
18/01/2023,Achats de marchandises,2794.7,0.0
18/01/2023,Achats de marchandises,5147.92,0.0
18/01/2023,Achats de marchandises,3226.75,0.0
18/01/2023,Achats de marchandises,773.93,0.0
18/01/2023,Achats de marchandises,5725.77,0.0
18/01/2023,Achats de marchandises,202.84,0.0
18/01/2023,Achats de marchandises,2953.59,0.0
18/01/2023,Achats de marchandises,1235.62,0.0
18/01/2023,Achats de marchandises,533.03,0.0
18/01/2023,Achats de marchandises,5659.8,0.0
18/01/2023,Achats de marchandises,135.67,0.0
18/01/2023,Achats de marchandises,2537.55,0.0
18/01/2023,Achats de marchandises,2749.57,0.0
18/01/2023,Achats de marchandises,500.94,0.0
18/01/2023,Achats de marchandises,4821.0,0.0
18/01/2023,Achats de marchandises,1675.19,0.0
18/01/2023,Achats de marchandises,1208.85,0.0
18/01/2023,Achats de marchandises,6267.82,0.0
19/01/2023,Achats de marchandises,1816.43,0.0
19/01/2023,Achats de marchandises,3865.55,0.0
19/01/2023,Achats de marchandises,2576.08,0.0
19/01/2023,Achats de marchandises,6125.24,0.0
19/01/2023,Achats de marchandises,1981.0,0.0
19/01/2023,Achats de marchandises,1989.64,0.0
19/01/2023,Achats de marchandises,4227.76,0.0
19/01/2023,Achats de marchandises,1865.46,0.0
19/01/2023,Achats de marchandises,2683.74,0.0
19/01/2023,Achats de marchandises,1264.16,0.0
19/01/2023,Achats de marchandises,4996.56,0.0
19/01/2023,Achats de marchandises,3060.96,0.0
19/01/2023,Achats de marchandises,2841.59,0.0
19/01/2023,Achats de marchandises,5763.5,0.0
19/01/2023,Achats de marchandises,2654.03,0.0
19/01/2023,Achats de marchandises,3239.06,0.0
19/01/2023,Achats de marchandises,1246.8,0.0
19/01/2023,Achats de marchandises,1248.77,0.0
19/01/2023,Achats de marchandises,4310.12,0.0
19/01/2023,Achats de marchandises,1497.34,0.0
19/01/2023,Achats de marchandises,4180.87,0.0
19/01/2023,Achats de marchandises,2654.26,0.0
19/01/2023,Achats de marchandises,6037.02,0.0
19/01/2023,Achats de marchandises,3889.72,0.0
19/01/2023,Achats de marchandises,1416.41,0.0
19/01/2023,Achats de marchandises,6134.59,0.0
19/01/2023,Achats de marchandises,6199.15,0.0
19/01/2023,Achats de marchandises,2872.11,0.0
19/01/2023,Achats de marchandises,5642.26,0.0
20/01/2023,Achats de marchandises,5298.98,0.0
20/01/2023,Achats de marchandises,652.96,0.0
20/01/2023,Achats de marchandises,4643.55,0.0
20/01/2023,Achats de marchandises,3614.32,0.0
20/01/2023,Achats de marchandises,840.96,0.0
20/01/2023,Achats de marchandises,294.08,0.0
20/01/2023,Achats de marchandises,91.53,0.0
20/01/2023,Achats de marchandises,3706.58,0.0
20/01/2023,Achats de marchandises,4396.24,0.0
20/01/2023,Achats de marchandises,4516.5,0.0
20/01/2023,Achats de marchandises,6367.07,0.0
20/01/2023,Achats de marchandises,2442.86,0.0
20/01/2023,Achats de marchandises,5936.52,0.0
20/01/2023,Achats de marchandises,5956.42,0.0
20/01/2023,Achats de marchandises,3808.88,0.0
20/01/2023,Achats de marchandises,5875.27,0.0
20/01/2023,Achats de marchandises,3023.7,0.0
20/01/2023,Achats de marchandises,3777.63,0.0
20/01/2023,Achats de marchandises,5027.31,0.0
20/01/2023,Achats de marchandises,6298.89,0.0
20/01/2023,Achats de marchandises,3258.49,0.0
20/01/2023,Achats de marchandises,3635.27,0.0
20/01/2023,Achats de marchandises,1858.43,0.0
20/01/2023,Achats de marchandises,4745.18,0.0
20/01/2023,Achats de marchandises,5331.92,0.0
20/01/2023,Achats de marchandises,4324.33,0.0
20/01/2023,Achats de marchandises,1010.56,0.0
20/01/2023,Achats de marchandises,4496.94,0.0
20/01/2023,Achats de marchandises,750.3,0.0
20/01/2023,Achats de marchandises,5740.54,0.0
20/01/2023,Achats de marchandises,6178.28,0.0
20/01/2023,Achats de marchandises,1622.13,0.0
21/01/2023,Achats de marchandises,5493.85,0.0
21/01/2023,Achats de marchandises,5597.83,0.0
21/01/2023,Achats de marchandises,1415.01,0.0
21/01/2023,Achats de marchandises,4456.28,0.0
21/01/2023,Achats de marchandises,2674.19,0.0
21/01/2023,Achats de marchandises,1926.82,0.0
21/01/2023,Achats de marchandises,5914.15,0.0
21/01/2023,Achats de marchandises,4261.88,0.0
21/01/2023,Achats de marchandises,1163.61,0.0
21/01/2023,Achats de marchandises,3764.59,0.0
21/01/2023,Achats de marchandises,3107.04,0.0
21/01/2023,Achats de marchandises,4381.44,0.0
21/01/2023,Achats de marchandises,1577.0,0.0
21/01/2023,Achats de marchandises,867.0,0.0
21/01/2023,Achats de marchandises,3770.81,0.0
21/01/2023,Achats de marchandises,781.09,0.0
21/01/2023,Achats de marchandises,2706.67,0.0
21/01/2023,Achats de marchandises,210.47,0.0
21/01/2023,Achats de marchandises,6385.8,0.0
21/01/2023,Achats de marchandises,2959.98,0.0
21/01/2023,Achats de marchandises,2079.77,0.0
21/01/2023,Achats de marchandises,2030.76,0.0
